Station,Date,Daily Average Wind Speed,Daily Max Wind Speed,Daily Precipitation
FITCHBURG MUNICIPAL AIRPORT,3/12/2022,13.1,44,0
FITCHBURG MUNICIPAL AIRPORT,3/13/2022,6.3,40,0.04
FITCHBURG MUNICIPAL AIRPORT,3/14/2022,4.1,25,0
FITCHBURG MUNICIPAL AIRPORT,3/15/2022,4.6,16,0.03
FITCHBURG MUNICIPAL AIRPORT,3/16/2022,2.4,17,0
FITCHBURG MUNICIPAL AIRPORT,3/17/2022,5.1,12,0.39
FITCHBURG MUNICIPAL AIRPORT,3/18/2022,4.3,19,0
FITCHBURG MUNICIPAL AIRPORT,3/19/2022,9.8,16,0
FITCHBURG MUNICIPAL AIRPORT,3/20/2022,12.7,30,0
FITCHBURG MUNICIPAL AIRPORT,3/21/2022,12.6,43,0
FITCHBURG MUNICIPAL AIRPORT,3/22/2022,6.4,40,0.68
FITCHBURG MUNICIPAL AIRPORT,3/23/2022,5.7,16,0.23
FITCHBURG MUNICIPAL AIRPORT,3/24/2022,6.7,17,0.07
FITCHBURG MUNICIPAL AIRPORT,3/25/2022,5.8,20,0
FITCHBURG MUNICIPAL AIRPORT,3/26/2022,14.8,27,0
FITCHBURG MUNICIPAL AIRPORT,3/27/2022,15.3,33,0
FITCHBURG MUNICIPAL AIRPORT,3/28/2022,14.3,35,0
FITCHBURG MUNICIPAL AIRPORT,3/29/2022,6.7,35,0.3
FITCHBURG MUNICIPAL AIRPORT,3/30/2022,9.2,27,0.35
FITCHBURG MUNICIPAL AIRPORT,3/31/2022,11.6,33,0
FITCHBURG MUNICIPAL AIRPORT,4/1/2022,12.3,37,0.06
HYANNIS BARSTNABLE MUNICIPAL AIRPORT,1/1/2021,3.8,21,0.01
HYANNIS BARSTNABLE MUNICIPAL AIRPORT,1/2/2021,13,36,0.38
HYANNIS BARSTNABLE MUNICIPAL AIRPORT,1/3/2021,7.1,20,0.02
HYANNIS BARSTNABLE MUNICIPAL AIRPORT,1/4/2021,12.5,32,0.15
HYANNIS BARSTNABLE MUNICIPAL AIRPORT,1/5/2021,14.2,32,0.03
HYANNIS BARSTNABLE MUNICIPAL AIRPORT,1/6/2021,13.3,29,0
HYANNIS BARSTNABLE MUNICIPAL AIRPORT,1/7/2021,10.2,27,0
HYANNIS BARSTNABLE MUNICIPAL AIRPORT,1/8/2021,5,20,0
HYANNIS BARSTNABLE MUNICIPAL AIRPORT,1/9/2021,12.4,29,0
HYANNIS BARSTNABLE MUNICIPAL AIRPORT,1/10/2021,8.6,27,0
HYANNIS BARSTNABLE MUNICIPAL AIRPORT,1/11/2021,3.2,15,0
HYANNIS BARSTNABLE MUNICIPAL AIRPORT,1/12/2021,3,19,0
HYANNIS BARSTNABLE MUNICIPAL AIRPORT,1/13/2021,3.7,18,0
HYANNIS BARSTNABLE MUNICIPAL AIRPORT,1/14/2021,2,14,0
HYANNIS BARSTNABLE MUNICIPAL AIRPORT,1/15/2021,4.6,19,0
HYANNIS BARSTNABLE MUNICIPAL AIRPORT,1/16/2021,13.2,39,1.18
HYANNIS BARSTNABLE MUNICIPAL AIRPORT,1/17/2021,17.7,38,0
HYANNIS BARSTNABLE MUNICIPAL AIRPORT,1/18/2021,12.6,29,0
HYANNIS BARSTNABLE MUNICIPAL AIRPORT,1/19/2021,7.8,22,0
HYANNIS BARSTNABLE MUNICIPAL AIRPORT,1/20/2021,6.7,25,0
HYANNIS BARSTNABLE MUNICIPAL AIRPORT,1/21/2021,5.8,24,0
HYANNIS BARSTNABLE MUNICIPAL AIRPORT,1/22/2021,4,20,0
HYANNIS BARSTNABLE MUNICIPAL AIRPORT,1/23/2021,12.5,33,0
HYANNIS BARSTNABLE MUNICIPAL AIRPORT,1/24/2021,14,35,0
HYANNIS BARSTNABLE MUNICIPAL AIRPORT,1/25/2021,8.7,22,0
HYANNIS BARSTNABLE MUNICIPAL AIRPORT,1/26/2021,5.8,20,0.31
HYANNIS BARSTNABLE MUNICIPAL AIRPORT,1/27/2021,6.9,20,0.08
HYANNIS BARSTNABLE MUNICIPAL AIRPORT,1/28/2021,11.4,35,0.16
HYANNIS BARSTNABLE MUNICIPAL AIRPORT,1/29/2021,16.4,40,0
HYANNIS BARSTNABLE MUNICIPAL AIRPORT,1/30/2021,8.8,28,0
HYANNIS BARSTNABLE MUNICIPAL AIRPORT,1/31/2021,5.1,15,0
HYANNIS BARSTNABLE MUNICIPAL AIRPORT,2/1/2021,13.9,51,0.9
HYANNIS BARSTNABLE MUNICIPAL AIRPORT,2/2/2021,16.5,44,0.04
HYANNIS BARSTNABLE MUNICIPAL AIRPORT,2/3/2021,5.2,19,0
HYANNIS BARSTNABLE MUNICIPAL AIRPORT,2/4/2021,6.2,23,0
HYANNIS BARSTNABLE MUNICIPAL AIRPORT,2/5/2021,5.7,22,0
HYANNIS BARSTNABLE MUNICIPAL AIRPORT,2/6/2021,12.2,42,0
HYANNIS BARSTNABLE MUNICIPAL AIRPORT,2/7/2021,8.5,31,0.73
HYANNIS BARSTNABLE MUNICIPAL AIRPORT,2/8/2021,8.2,30,0
HYANNIS BARSTNABLE MUNICIPAL AIRPORT,2/9/2021,4.3,16,0.15
HYANNIS BARSTNABLE MUNICIPAL AIRPORT,2/10/2021,7.6,25,0.01
HYANNIS BARSTNABLE MUNICIPAL AIRPORT,2/11/2021,6.1,24,0
HYANNIS BARSTNABLE MUNICIPAL AIRPORT,2/12/2021,7.2,27,0
HYANNIS BARSTNABLE MUNICIPAL AIRPORT,2/13/2021,8.7,23,0.01
HYANNIS BARSTNABLE MUNICIPAL AIRPORT,2/14/2021,7.2,18,0
HYANNIS BARSTNABLE MUNICIPAL AIRPORT,2/15/2021,6.7,16,0.04
HYANNIS BARSTNABLE MUNICIPAL AIRPORT,2/16/2021,12.3,33,0.17
HYANNIS BARSTNABLE MUNICIPAL AIRPORT,2/17/2021,8.2,28,0
HYANNIS BARSTNABLE MUNICIPAL AIRPORT,2/18/2021,6.3,16,0.15
HYANNIS BARSTNABLE MUNICIPAL AIRPORT,2/19/2021,11.8,26,0.21
HYANNIS BARSTNABLE MUNICIPAL AIRPORT,2/20/2021,10,29,0
HYANNIS BARSTNABLE MUNICIPAL AIRPORT,2/21/2021,7.8,27,0
HYANNIS BARSTNABLE MUNICIPAL AIRPORT,2/22/2021,7.2,36,0.43
HYANNIS BARSTNABLE MUNICIPAL AIRPORT,2/23/2021,11.7,29,0
HYANNIS BARSTNABLE MUNICIPAL AIRPORT,2/24/2021,12.7,31,0
HYANNIS BARSTNABLE MUNICIPAL AIRPORT,2/25/2021,13,34,0
HYANNIS BARSTNABLE MUNICIPAL AIRPORT,2/26/2021,6.5,19,0
HYANNIS BARSTNABLE MUNICIPAL AIRPORT,2/27/2021,8.8,30,0.27
HYANNIS BARSTNABLE MUNICIPAL AIRPORT,2/28/2021,5.2,20,0.02
HYANNIS BARSTNABLE MUNICIPAL AIRPORT,3/1/2021,11.4,38,0.32
HYANNIS BARSTNABLE MUNICIPAL AIRPORT,3/2/2021,16.3,42,0
HYANNIS BARSTNABLE MUNICIPAL AIRPORT,3/3/2021,10,23,0
HYANNIS BARSTNABLE MUNICIPAL AIRPORT,3/4/2021,8.1,28,0
HYANNIS BARSTNABLE MUNICIPAL AIRPORT,3/5/2021,10.4,26,0
HYANNIS BARSTNABLE MUNICIPAL AIRPORT,3/6/2021,8.1,26,0
HYANNIS BARSTNABLE MUNICIPAL AIRPORT,3/7/2021,5.2,20,0
HYANNIS BARSTNABLE MUNICIPAL AIRPORT,3/8/2021,6.1,22,0
HYANNIS BARSTNABLE MUNICIPAL AIRPORT,3/9/2021,9.9,32,0
HYANNIS BARSTNABLE MUNICIPAL AIRPORT,3/10/2021,5.3,17,0
HYANNIS BARSTNABLE MUNICIPAL AIRPORT,3/11/2021,13.6,29,0
HYANNIS BARSTNABLE MUNICIPAL AIRPORT,3/12/2021,12.6,33,0
HYANNIS BARSTNABLE MUNICIPAL AIRPORT,3/13/2021,12.5,41,0
HYANNIS BARSTNABLE MUNICIPAL AIRPORT,3/14/2021,13.7,48,0
HYANNIS BARSTNABLE MUNICIPAL AIRPORT,3/15/2021,17.5,42,0
HYANNIS BARSTNABLE MUNICIPAL AIRPORT,3/16/2021,8.9,25,0
HYANNIS BARSTNABLE MUNICIPAL AIRPORT,3/17/2021,6.7,18,0
HYANNIS BARSTNABLE MUNICIPAL AIRPORT,3/18/2021,7.3,34,0.99
HYANNIS BARSTNABLE MUNICIPAL AIRPORT,3/19/2021,17.4,47,0.19
HYANNIS BARSTNABLE MUNICIPAL AIRPORT,3/20/2021,7.5,24,0
HYANNIS BARSTNABLE MUNICIPAL AIRPORT,3/21/2021,3.9,14,0
HYANNIS BARSTNABLE MUNICIPAL AIRPORT,3/22/2021,3.3,15,0
HYANNIS BARSTNABLE MUNICIPAL AIRPORT,3/23/2021,4.4,15,0
HYANNIS BARSTNABLE MUNICIPAL AIRPORT,3/24/2021,4.1,16,0
HYANNIS BARSTNABLE MUNICIPAL AIRPORT,3/25/2021,6.6,22,0.03
HYANNIS BARSTNABLE MUNICIPAL AIRPORT,3/26/2021,15.7,49,0
HYANNIS BARSTNABLE MUNICIPAL AIRPORT,3/27/2021,9.6,32,0
HYANNIS BARSTNABLE MUNICIPAL AIRPORT,3/28/2021,13.1,36,0.68
HYANNIS BARSTNABLE MUNICIPAL AIRPORT,3/29/2021,12.4,40,0.09
HYANNIS BARSTNABLE MUNICIPAL AIRPORT,3/30/2021,7.3,23,0
HYANNIS BARSTNABLE MUNICIPAL AIRPORT,3/31/2021,11.7,29,0.2
HYANNIS BARSTNABLE MUNICIPAL AIRPORT,4/1/2021,12.7,33,0.56
HYANNIS BARSTNABLE MUNICIPAL AIRPORT,4/2/2021,8.9,29,0
HYANNIS BARSTNABLE MUNICIPAL AIRPORT,4/3/2021,7.6,23,0
HYANNIS BARSTNABLE MUNICIPAL AIRPORT,4/4/2021,7.7,30,0
HYANNIS BARSTNABLE MUNICIPAL AIRPORT,4/5/2021,11.9,30,0
HYANNIS BARSTNABLE MUNICIPAL AIRPORT,4/6/2021,8.6,30,0
HYANNIS BARSTNABLE MUNICIPAL AIRPORT,4/7/2021,7.7,30,0
HYANNIS BARSTNABLE MUNICIPAL AIRPORT,4/8/2021,5.8,23,0
HYANNIS BARSTNABLE MUNICIPAL AIRPORT,4/9/2021,6.2,14,0
HYANNIS BARSTNABLE MUNICIPAL AIRPORT,4/10/2021,10.6,27,0
HYANNIS BARSTNABLE MUNICIPAL AIRPORT,4/11/2021,9.5,26,0
HYANNIS BARSTNABLE MUNICIPAL AIRPORT,4/12/2021,11.3,28,0
HYANNIS BARSTNABLE MUNICIPAL AIRPORT,4/13/2021,9.9,28,0
HYANNIS BARSTNABLE MUNICIPAL AIRPORT,4/14/2021,4.7,18,0
HYANNIS BARSTNABLE MUNICIPAL AIRPORT,4/15/2021,7.8,21,0.12
HYANNIS BARSTNABLE MUNICIPAL AIRPORT,4/16/2021,14.4,43,1.29
HYANNIS BARSTNABLE MUNICIPAL AIRPORT,4/17/2021,10.6,34,0.02
HYANNIS BARSTNABLE MUNICIPAL AIRPORT,4/18/2021,6.2,21,0
HYANNIS BARSTNABLE MUNICIPAL AIRPORT,4/19/2021,4.9,22,0
HYANNIS BARSTNABLE MUNICIPAL AIRPORT,4/20/2021,9.9,34,0
HYANNIS BARSTNABLE MUNICIPAL AIRPORT,4/21/2021,11.3,28,0.03
HYANNIS BARSTNABLE MUNICIPAL AIRPORT,4/22/2021,15.4,40,0
HYANNIS BARSTNABLE MUNICIPAL AIRPORT,4/23/2021,13.9,36,0
HYANNIS BARSTNABLE MUNICIPAL AIRPORT,4/24/2021,12.2,32,0
HYANNIS BARSTNABLE MUNICIPAL AIRPORT,4/25/2021,10.3,30,0.53
HYANNIS BARSTNABLE MUNICIPAL AIRPORT,4/26/2021,9.9,29,0
HYANNIS BARSTNABLE MUNICIPAL AIRPORT,4/27/2021,11.3,26,0
HYANNIS BARSTNABLE MUNICIPAL AIRPORT,4/28/2021,4,15,0.12
HYANNIS BARSTNABLE MUNICIPAL AIRPORT,4/29/2021,4.2,25,0.12
HYANNIS BARSTNABLE MUNICIPAL AIRPORT,4/30/2021,16.3,47,0.02
HYANNIS BARSTNABLE MUNICIPAL AIRPORT,5/1/2021,8.2,32,0.12
HYANNIS BARSTNABLE MUNICIPAL AIRPORT,5/2/2021,12.2,33,0.02
HYANNIS BARSTNABLE MUNICIPAL AIRPORT,5/3/2021,7,20,0.07
HYANNIS BARSTNABLE MUNICIPAL AIRPORT,5/4/2021,8.4,28,0.68
HYANNIS BARSTNABLE MUNICIPAL AIRPORT,5/5/2021,6.4,24,0.19
HYANNIS BARSTNABLE MUNICIPAL AIRPORT,5/6/2021,6.8,28,0
HYANNIS BARSTNABLE MUNICIPAL AIRPORT,5/7/2021,6.6,24,0
HYANNIS BARSTNABLE MUNICIPAL AIRPORT,5/8/2021,10.2,23,0
HYANNIS BARSTNABLE MUNICIPAL AIRPORT,5/9/2021,13.2,35,0
HYANNIS BARSTNABLE MUNICIPAL AIRPORT,5/10/2021,7.1,22,0.91
HYANNIS BARSTNABLE MUNICIPAL AIRPORT,5/11/2021,11.7,33,0
HYANNIS BARSTNABLE MUNICIPAL AIRPORT,5/12/2021,8.7,24,0
HYANNIS BARSTNABLE MUNICIPAL AIRPORT,5/13/2021,6.9,22,0
HYANNIS BARSTNABLE MUNICIPAL AIRPORT,5/14/2021,8.4,20,0
HYANNIS BARSTNABLE MUNICIPAL AIRPORT,5/15/2021,4.8,14,0
HYANNIS BARSTNABLE MUNICIPAL AIRPORT,5/16/2021,6.3,17,0
HYANNIS BARSTNABLE MUNICIPAL AIRPORT,5/17/2021,5.8,23,0
HYANNIS BARSTNABLE MUNICIPAL AIRPORT,5/18/2021,9.1,28,0
HYANNIS BARSTNABLE MUNICIPAL AIRPORT,5/19/2021,6.4,22,0
HYANNIS BARSTNABLE MUNICIPAL AIRPORT,5/20/2021,4,16,0
HYANNIS BARSTNABLE MUNICIPAL AIRPORT,5/21/2021,7,17,0
HYANNIS BARSTNABLE MUNICIPAL AIRPORT,5/22/2021,9.5,24,0.05
HYANNIS BARSTNABLE MUNICIPAL AIRPORT,5/23/2021,10.4,39,0.04
HYANNIS BARSTNABLE MUNICIPAL AIRPORT,5/24/2021,7.6,21,0
HYANNIS BARSTNABLE MUNICIPAL AIRPORT,5/25/2021,15.3,32,0
HYANNIS BARSTNABLE MUNICIPAL AIRPORT,5/26/2021,18.1,40,0
HYANNIS BARSTNABLE MUNICIPAL AIRPORT,5/27/2021,8.2,21,0.01
HYANNIS BARSTNABLE MUNICIPAL AIRPORT,5/28/2021,10.2,26,0.21
HYANNIS BARSTNABLE MUNICIPAL AIRPORT,5/29/2021,15.2,36,1.41
HYANNIS BARSTNABLE MUNICIPAL AIRPORT,5/30/2021,10.3,25,0.27
HYANNIS BARSTNABLE MUNICIPAL AIRPORT,5/31/2021,6.4,19,0.29
HYANNIS BARSTNABLE MUNICIPAL AIRPORT,6/1/2021,8.2,19,0
HYANNIS BARSTNABLE MUNICIPAL AIRPORT,6/2/2021,9.9,24,0
HYANNIS BARSTNABLE MUNICIPAL AIRPORT,6/3/2021,8.7,37,0.16
HYANNIS BARSTNABLE MUNICIPAL AIRPORT,6/4/2021,11.5,30,0.35
HYANNIS BARSTNABLE MUNICIPAL AIRPORT,6/5/2021,10.4,35,0
HYANNIS BARSTNABLE MUNICIPAL AIRPORT,6/6/2021,9.6,26,0
HYANNIS BARSTNABLE MUNICIPAL AIRPORT,6/7/2021,11.5,25,0
HYANNIS BARSTNABLE MUNICIPAL AIRPORT,6/8/2021,11,23,0
HYANNIS BARSTNABLE MUNICIPAL AIRPORT,6/9/2021,5.4,16,0.01
HYANNIS BARSTNABLE MUNICIPAL AIRPORT,6/10/2021,9.1,24,0.28
HYANNIS BARSTNABLE MUNICIPAL AIRPORT,6/11/2021,5.9,22,0
HYANNIS BARSTNABLE MUNICIPAL AIRPORT,6/12/2021,3.7,14,0
HYANNIS BARSTNABLE MUNICIPAL AIRPORT,6/13/2021,9.5,24,0.23
HYANNIS BARSTNABLE MUNICIPAL AIRPORT,6/14/2021,7.2,20,0
HYANNIS BARSTNABLE MUNICIPAL AIRPORT,6/15/2021,5.4,14,0
HYANNIS BARSTNABLE MUNICIPAL AIRPORT,6/16/2021,6.7,28,0
HYANNIS BARSTNABLE MUNICIPAL AIRPORT,6/17/2021,6.3,20,0.01
HYANNIS BARSTNABLE MUNICIPAL AIRPORT,6/18/2021,9.4,31,0
HYANNIS BARSTNABLE MUNICIPAL AIRPORT,6/19/2021,13.8,30,0
HYANNIS BARSTNABLE MUNICIPAL AIRPORT,6/20/2021,9.9,23,0.31
HYANNIS BARSTNABLE MUNICIPAL AIRPORT,6/21/2021,10.2,24,0.06
HYANNIS BARSTNABLE MUNICIPAL AIRPORT,6/22/2021,9.8,25,0.01
HYANNIS BARSTNABLE MUNICIPAL AIRPORT,6/23/2021,7.7,23,0.08
HYANNIS BARSTNABLE MUNICIPAL AIRPORT,6/24/2021,5.8,19,0
HYANNIS BARSTNABLE MUNICIPAL AIRPORT,6/25/2021,9.5,21,0
HYANNIS BARSTNABLE MUNICIPAL AIRPORT,6/26/2021,11.6,26,0
HYANNIS BARSTNABLE MUNICIPAL AIRPORT,6/27/2021,16.5,37,0
HYANNIS BARSTNABLE MUNICIPAL AIRPORT,6/28/2021,16.8,33,0
HYANNIS BARSTNABLE MUNICIPAL AIRPORT,6/29/2021,11.9,27,0.24
HYANNIS BARSTNABLE MUNICIPAL AIRPORT,6/30/2021,11.4,33,0.13
HYANNIS BARSTNABLE MUNICIPAL AIRPORT,7/1/2021,6.8,23,0.61
HYANNIS BARSTNABLE MUNICIPAL AIRPORT,7/2/2021,10.1,30,0.12
HYANNIS BARSTNABLE MUNICIPAL AIRPORT,7/3/2021,10.5,25,0
HYANNIS BARSTNABLE MUNICIPAL AIRPORT,7/4/2021,6.6,22,0
HYANNIS BARSTNABLE MUNICIPAL AIRPORT,7/5/2021,7.1,19,0
HYANNIS BARSTNABLE MUNICIPAL AIRPORT,7/6/2021,17.2,37,0
HYANNIS BARSTNABLE MUNICIPAL AIRPORT,7/7/2021,9.4,21,0.6
HYANNIS BARSTNABLE MUNICIPAL AIRPORT,7/8/2021,5.4,21,0
HYANNIS BARSTNABLE MUNICIPAL AIRPORT,7/9/2021,11.5,43,0
HYANNIS BARSTNABLE MUNICIPAL AIRPORT,7/10/2021,4.4,22,0.15
HYANNIS BARSTNABLE MUNICIPAL AIRPORT,7/11/2021,5.7,17,0
HYANNIS BARSTNABLE MUNICIPAL AIRPORT,7/12/2021,5.9,20,0
HYANNIS BARSTNABLE MUNICIPAL AIRPORT,7/13/2021,5.6,14,0
HYANNIS BARSTNABLE MUNICIPAL AIRPORT,7/14/2021,6.4,15,0.03
HYANNIS BARSTNABLE MUNICIPAL AIRPORT,7/15/2021,6.5,17,0
HYANNIS BARSTNABLE MUNICIPAL AIRPORT,7/16/2021,11.6,14,0
HYANNIS BARSTNABLE MUNICIPAL AIRPORT,7/17/2021,3.8,12,0.03
HYANNIS BARSTNABLE MUNICIPAL AIRPORT,7/18/2021,9.5,25,0.04
HYANNIS BARSTNABLE MUNICIPAL AIRPORT,7/19/2021,8.8,27,0.05
HYANNIS BARSTNABLE MUNICIPAL AIRPORT,7/20/2021,6.3,17,0
HYANNIS BARSTNABLE MUNICIPAL AIRPORT,7/21/2021,4.4,23,0.02
HYANNIS BARSTNABLE MUNICIPAL AIRPORT,7/22/2021,9.4,21,0.1
HYANNIS BARSTNABLE MUNICIPAL AIRPORT,7/23/2021,5.3,13,0.32
HYANNIS BARSTNABLE MUNICIPAL AIRPORT,7/24/2021,4.5,9,0.38
HYANNIS BARSTNABLE MUNICIPAL AIRPORT,7/25/2021,13.1,32,0
HYANNIS BARSTNABLE MUNICIPAL AIRPORT,7/26/2021,8.5,12,0
HYANNIS BARSTNABLE MUNICIPAL AIRPORT,7/27/2021,5.8,24,0.15
HYANNIS BARSTNABLE MUNICIPAL AIRPORT,7/28/2021,4.7,22,0
HYANNIS BARSTNABLE MUNICIPAL AIRPORT,7/29/2021,9.2,25,0
HYANNIS BARSTNABLE MUNICIPAL AIRPORT,7/30/2021,9.2,23,0
HYANNIS BARSTNABLE MUNICIPAL AIRPORT,7/31/2021,8.6,27,0
HYANNIS BARSTNABLE MUNICIPAL AIRPORT,8/1/2021,4.1,18,0
HYANNIS BARSTNABLE MUNICIPAL AIRPORT,8/2/2021,3.7,17,0
HYANNIS BARSTNABLE MUNICIPAL AIRPORT,8/3/2021,2.8,12,0
HYANNIS BARSTNABLE MUNICIPAL AIRPORT,8/4/2021,4.9,19,0
HYANNIS BARSTNABLE MUNICIPAL AIRPORT,8/5/2021,10.2,32,0
HYANNIS BARSTNABLE MUNICIPAL AIRPORT,8/6/2021,9.1,20,0.03
HYANNIS BARSTNABLE MUNICIPAL AIRPORT,8/7/2021,6.1,25,0
HYANNIS BARSTNABLE MUNICIPAL AIRPORT,8/8/2021,4.2,15,0
HYANNIS BARSTNABLE MUNICIPAL AIRPORT,8/9/2021,6.7,17,0.09
HYANNIS BARSTNABLE MUNICIPAL AIRPORT,8/10/2021,14.1,21,0.2
HYANNIS BARSTNABLE MUNICIPAL AIRPORT,8/11/2021,12,27,0
HYANNIS BARSTNABLE MUNICIPAL AIRPORT,8/12/2021,7.1,26,0
HYANNIS BARSTNABLE MUNICIPAL AIRPORT,8/13/2021,7.6,20,0
HYANNIS BARSTNABLE MUNICIPAL AIRPORT,8/14/2021,7.4,24,0
HYANNIS BARSTNABLE MUNICIPAL AIRPORT,8/15/2021,3,22,0.04
HYANNIS BARSTNABLE MUNICIPAL AIRPORT,8/16/2021,6.8,14,0
HYANNIS BARSTNABLE MUNICIPAL AIRPORT,8/17/2021,10,20,0
HYANNIS BARSTNABLE MUNICIPAL AIRPORT,8/18/2021,12.3,21,1.01
HYANNIS BARSTNABLE MUNICIPAL AIRPORT,8/19/2021,7,29,3.56
HYANNIS BARSTNABLE MUNICIPAL AIRPORT,8/20/2021,4.1,16,0
HYANNIS BARSTNABLE MUNICIPAL AIRPORT,8/21/2021,11.3,16,0
HYANNIS BARSTNABLE MUNICIPAL AIRPORT,8/22/2021,7.9,34,0
HYANNIS BARSTNABLE MUNICIPAL AIRPORT,8/23/2021,9,18,0.55
HYANNIS BARSTNABLE MUNICIPAL AIRPORT,8/24/2021,4.6,25,0
HYANNIS BARSTNABLE MUNICIPAL AIRPORT,8/25/2021,7.2,17,0
HYANNIS BARSTNABLE MUNICIPAL AIRPORT,8/26/2021,4.8,21,1.43
HYANNIS BARSTNABLE MUNICIPAL AIRPORT,8/27/2021,8.3,20,0.16
HYANNIS BARSTNABLE MUNICIPAL AIRPORT,8/28/2021,3.5,25,0
HYANNIS BARSTNABLE MUNICIPAL AIRPORT,8/29/2021,13.6,15,0
HYANNIS BARSTNABLE MUNICIPAL AIRPORT,8/30/2021,6.1,30,0
HYANNIS BARSTNABLE MUNICIPAL AIRPORT,8/31/2021,5.2,19,0
HYANNIS BARSTNABLE MUNICIPAL AIRPORT,9/1/2021,13.2,30,0
HYANNIS BARSTNABLE MUNICIPAL AIRPORT,9/2/2021,6.3,51,0.77
HYANNIS BARSTNABLE MUNICIPAL AIRPORT,9/3/2021,6.8,21,0
HYANNIS BARSTNABLE MUNICIPAL AIRPORT,9/4/2021,8.1,20,0.01
HYANNIS BARSTNABLE MUNICIPAL AIRPORT,9/5/2021,10.5,29,0.07
HYANNIS BARSTNABLE MUNICIPAL AIRPORT,9/6/2021,7.9,32,0
HYANNIS BARSTNABLE MUNICIPAL AIRPORT,9/7/2021,9.2,26,0.02
HYANNIS BARSTNABLE MUNICIPAL AIRPORT,9/8/2021,5.8,27,0
HYANNIS BARSTNABLE MUNICIPAL AIRPORT,9/9/2021,6.8,22,0
HYANNIS BARSTNABLE MUNICIPAL AIRPORT,9/10/2021,9,24,2.09
HYANNIS BARSTNABLE MUNICIPAL AIRPORT,9/11/2021,16.6,24,0.12
HYANNIS BARSTNABLE MUNICIPAL AIRPORT,9/12/2021,6.5,43,1.06
HYANNIS BARSTNABLE MUNICIPAL AIRPORT,9/13/2021,5.5,22,0
HYANNIS BARSTNABLE MUNICIPAL AIRPORT,9/14/2021,13,16,0.45
HYANNIS BARSTNABLE MUNICIPAL AIRPORT,9/15/2021,7.3,31,0
HYANNIS BARSTNABLE MUNICIPAL AIRPORT,9/16/2021,5.7,29,0
HYANNIS BARSTNABLE MUNICIPAL AIRPORT,9/17/2021,7.9,17,0
HYANNIS BARSTNABLE MUNICIPAL AIRPORT,9/18/2021,9,22,0
HYANNIS BARSTNABLE MUNICIPAL AIRPORT,9/19/2021,3.5,30,0.01
HYANNIS BARSTNABLE MUNICIPAL AIRPORT,9/20/2021,4.9,18,2.75
HYANNIS BARSTNABLE MUNICIPAL AIRPORT,9/21/2021,7.4,16,0.06
HYANNIS BARSTNABLE MUNICIPAL AIRPORT,9/22/2021,7.7,20,0.01
HYANNIS BARSTNABLE MUNICIPAL AIRPORT,9/23/2021,7.9,23,0
HYANNIS BARSTNABLE MUNICIPAL AIRPORT,9/24/2021,3.6,34,0
HYANNIS BARSTNABLE MUNICIPAL AIRPORT,9/25/2021,7,13,0
HYANNIS BARSTNABLE MUNICIPAL AIRPORT,9/26/2021,11.9,23,0.05
HYANNIS BARSTNABLE MUNICIPAL AIRPORT,9/27/2021,10.6,35,0
HYANNIS BARSTNABLE MUNICIPAL AIRPORT,9/28/2021,9.6,33,0
HYANNIS BARSTNABLE MUNICIPAL AIRPORT,9/29/2021,7.1,28,0
HYANNIS BARSTNABLE MUNICIPAL AIRPORT,9/30/2021,3.8,23,0
HYANNIS BARSTNABLE MUNICIPAL AIRPORT,10/1/2021,8.9,18,0
HYANNIS BARSTNABLE MUNICIPAL AIRPORT,10/2/2021,3.2,24,0.01
HYANNIS BARSTNABLE MUNICIPAL AIRPORT,10/3/2021,6.8,13,0.3
HYANNIS BARSTNABLE MUNICIPAL AIRPORT,10/4/2021,10.5,21,0
HYANNIS BARSTNABLE MUNICIPAL AIRPORT,10/5/2021,4.7,24,0
HYANNIS BARSTNABLE MUNICIPAL AIRPORT,10/6/2021,2.1,16,0
HYANNIS BARSTNABLE MUNICIPAL AIRPORT,10/7/2021,5.9,11,0
HYANNIS BARSTNABLE MUNICIPAL AIRPORT,10/8/2021,6.9,18,0
HYANNIS BARSTNABLE MUNICIPAL AIRPORT,10/9/2021,7.2,20,0
HYANNIS BARSTNABLE MUNICIPAL AIRPORT,10/10/2021,6.1,24,0
HYANNIS BARSTNABLE MUNICIPAL AIRPORT,10/11/2021,2,19,1.67
HYANNIS BARSTNABLE MUNICIPAL AIRPORT,10/12/2021,3.9,11,1.28
HYANNIS BARSTNABLE MUNICIPAL AIRPORT,10/13/2021,4.9,16,0.85
HYANNIS BARSTNABLE MUNICIPAL AIRPORT,10/14/2021,4.7,21,0
HYANNIS BARSTNABLE MUNICIPAL AIRPORT,10/15/2021,11.2,15,0
HYANNIS BARSTNABLE MUNICIPAL AIRPORT,10/16/2021,6.7,27,0.48
HYANNIS BARSTNABLE MUNICIPAL AIRPORT,10/17/2021,8.5,24,0.4
HYANNIS BARSTNABLE MUNICIPAL AIRPORT,10/18/2021,8.6,26,0
HYANNIS BARSTNABLE MUNICIPAL AIRPORT,10/19/2021,6.6,24,0.35
HYANNIS BARSTNABLE MUNICIPAL AIRPORT,10/20/2021,8.1,22,0.01
HYANNIS BARSTNABLE MUNICIPAL AIRPORT,10/21/2021,11.6,23,0
HYANNIS BARSTNABLE MUNICIPAL AIRPORT,10/22/2021,6.3,31,0
