Station,Date,Daily Average Wind Speed,Daily Max Wind Speed,Daily Precipitation
NANUCKET MEMORIAL AIRPORT,2/16/2022,17.4,32,0
NANUCKET MEMORIAL AIRPORT,2/17/2022,16.2,34,0.51
NANUCKET MEMORIAL AIRPORT,2/18/2022,16.7,57,0
NANUCKET MEMORIAL AIRPORT,2/19/2022,19,47,0.08
NANUCKET MEMORIAL AIRPORT,2/20/2022,20.5,40,0
NANUCKET MEMORIAL AIRPORT,2/21/2022,16.9,34,0
NANUCKET MEMORIAL AIRPORT,2/22/2022,9.2,33,0
NANUCKET MEMORIAL AIRPORT,2/23/2022,14.8,35,0.03
NANUCKET MEMORIAL AIRPORT,2/24/2022,8.3,28,0
NANUCKET MEMORIAL AIRPORT,2/25/2022,15.6,37,0
NANUCKET MEMORIAL AIRPORT,2/26/2022,18.9,31,0.07
NANUCKET MEMORIAL AIRPORT,2/27/2022,16.6,39,0
NANUCKET MEMORIAL AIRPORT,2/28/2022,11.2,43,0
NANUCKET MEMORIAL AIRPORT,3/1/2022,15.1,31,0
NANUCKET MEMORIAL AIRPORT,3/2/2022,15.7,32,0
NANUCKET MEMORIAL AIRPORT,3/3/2022,11.5,41,0
NANUCKET MEMORIAL AIRPORT,3/4/2022,8.5,36,0
NANUCKET MEMORIAL AIRPORT,3/5/2022,8.3,22,0
NANUCKET MEMORIAL AIRPORT,3/6/2022,14.4,35,0
NANUCKET MEMORIAL AIRPORT,3/7/2022,16.6,47,0
NANUCKET MEMORIAL AIRPORT,3/8/2022,0,48,0
NANUCKET MEMORIAL AIRPORT,3/9/2022,0,24,0
NANUCKET MEMORIAL AIRPORT,3/10/2022,0,23,0
NANUCKET MEMORIAL AIRPORT,3/11/2022,0,18,0
NANUCKET MEMORIAL AIRPORT,3/12/2022,0,47,0
NANUCKET MEMORIAL AIRPORT,3/13/2022,0,50,0
NANUCKET MEMORIAL AIRPORT,3/14/2022,0,36,0
NANUCKET MEMORIAL AIRPORT,3/15/2022,0,24,0
NANUCKET MEMORIAL AIRPORT,3/16/2022,0,22,0
NANUCKET MEMORIAL AIRPORT,3/17/2022,0,24,0
NANUCKET MEMORIAL AIRPORT,3/18/2022,0,20,0
NANUCKET MEMORIAL AIRPORT,3/19/2022,0,28,0
NANUCKET MEMORIAL AIRPORT,3/20/2022,0,29,0
NANUCKET MEMORIAL AIRPORT,3/21/2022,0,38,0
NANUCKET MEMORIAL AIRPORT,3/22/2022,0,31,0
NANUCKET MEMORIAL AIRPORT,3/23/2022,0,29,0
NANUCKET MEMORIAL AIRPORT,3/24/2022,0,44,0
NANUCKET MEMORIAL AIRPORT,3/25/2022,0,29,0
NANUCKET MEMORIAL AIRPORT,3/26/2022,0,29,0
NANUCKET MEMORIAL AIRPORT,3/27/2022,0,33,0
NANUCKET MEMORIAL AIRPORT,3/28/2022,0,40,0
NANUCKET MEMORIAL AIRPORT,3/29/2022,0,36,0
NANUCKET MEMORIAL AIRPORT,3/30/2022,0,34,0
NANUCKET MEMORIAL AIRPORT,3/31/2022,0,47,0
NANUCKET MEMORIAL AIRPORT,4/1/2022,0,41,0
NEW BEDFORD MUNICIPAL AIRPORT,1/1/2021,5.6,20,0.03
NEW BEDFORD MUNICIPAL AIRPORT,1/2/2021,10.5,36,0.21
NEW BEDFORD MUNICIPAL AIRPORT,1/3/2021,6.1,16,0
NEW BEDFORD MUNICIPAL AIRPORT,1/4/2021,6.8,24,0.08
NEW BEDFORD MUNICIPAL AIRPORT,1/5/2021,6,23,0
NEW BEDFORD MUNICIPAL AIRPORT,1/6/2021,6.6,19,0
NEW BEDFORD MUNICIPAL AIRPORT,1/7/2021,7,18,0
NEW BEDFORD MUNICIPAL AIRPORT,1/8/2021,6.5,18,0
NEW BEDFORD MUNICIPAL AIRPORT,1/9/2021,6.2,23,0
NEW BEDFORD MUNICIPAL AIRPORT,1/10/2021,6,18,0
NEW BEDFORD MUNICIPAL AIRPORT,1/11/2021,2.8,13,0
NEW BEDFORD MUNICIPAL AIRPORT,1/12/2021,2.8,17,0
NEW BEDFORD MUNICIPAL AIRPORT,1/13/2021,2.5,17,0
NEW BEDFORD MUNICIPAL AIRPORT,1/14/2021,2.6,13,0
NEW BEDFORD MUNICIPAL AIRPORT,1/15/2021,6.1,18,0
NEW BEDFORD MUNICIPAL AIRPORT,1/16/2021,13.7,44,1.22
NEW BEDFORD MUNICIPAL AIRPORT,1/17/2021,14.3,37,0
NEW BEDFORD MUNICIPAL AIRPORT,1/18/2021,10.9,27,0
NEW BEDFORD MUNICIPAL AIRPORT,1/19/2021,8.3,23,0
NEW BEDFORD MUNICIPAL AIRPORT,1/20/2021,5.9,26,0.01
NEW BEDFORD MUNICIPAL AIRPORT,1/21/2021,7,26,0
NEW BEDFORD MUNICIPAL AIRPORT,1/22/2021,6.9,23,0
NEW BEDFORD MUNICIPAL AIRPORT,1/23/2021,12.4,31,0
NEW BEDFORD MUNICIPAL AIRPORT,1/24/2021,11.7,35,0
NEW BEDFORD MUNICIPAL AIRPORT,1/25/2021,6.4,19,0
NEW BEDFORD MUNICIPAL AIRPORT,1/26/2021,6.1,18,0.36
NEW BEDFORD MUNICIPAL AIRPORT,1/27/2021,5.2,14,0.04
NEW BEDFORD MUNICIPAL AIRPORT,1/28/2021,6.8,25,0.01
NEW BEDFORD MUNICIPAL AIRPORT,1/29/2021,9.2,33,0
NEW BEDFORD MUNICIPAL AIRPORT,1/30/2021,6.1,24,0
NEW BEDFORD MUNICIPAL AIRPORT,1/31/2021,4.2,11,0
NEW BEDFORD MUNICIPAL AIRPORT,2/1/2021,14.7,41,0.7
NEW BEDFORD MUNICIPAL AIRPORT,2/2/2021,11.6,40,0.1
NEW BEDFORD MUNICIPAL AIRPORT,2/3/2021,7.7,20,0
NEW BEDFORD MUNICIPAL AIRPORT,2/4/2021,7.1,24,0
NEW BEDFORD MUNICIPAL AIRPORT,2/5/2021,3.8,21,0.04
NEW BEDFORD MUNICIPAL AIRPORT,2/6/2021,10.2,35,0
NEW BEDFORD MUNICIPAL AIRPORT,2/7/2021,5,21,0.54
NEW BEDFORD MUNICIPAL AIRPORT,2/8/2021,6.5,21,0
NEW BEDFORD MUNICIPAL AIRPORT,2/9/2021,3.3,14,0.1
NEW BEDFORD MUNICIPAL AIRPORT,2/10/2021,3.9,18,0
NEW BEDFORD MUNICIPAL AIRPORT,2/11/2021,2.7,16,0
NEW BEDFORD MUNICIPAL AIRPORT,2/12/2021,6.9,19,0
NEW BEDFORD MUNICIPAL AIRPORT,2/13/2021,6.9,18,0.01
NEW BEDFORD MUNICIPAL AIRPORT,2/14/2021,4.4,12,0.01
NEW BEDFORD MUNICIPAL AIRPORT,2/15/2021,6,19,0.04
NEW BEDFORD MUNICIPAL AIRPORT,2/16/2021,12.3,37,0.35
NEW BEDFORD MUNICIPAL AIRPORT,2/17/2021,7.7,28,0
NEW BEDFORD MUNICIPAL AIRPORT,2/18/2021,5.2,20,0.11
NEW BEDFORD MUNICIPAL AIRPORT,2/19/2021,9.1,21,0.28
NEW BEDFORD MUNICIPAL AIRPORT,2/20/2021,5.5,19,0.01
NEW BEDFORD MUNICIPAL AIRPORT,2/21/2021,5,23,0
NEW BEDFORD MUNICIPAL AIRPORT,2/22/2021,8.9,39,0.65
NEW BEDFORD MUNICIPAL AIRPORT,2/23/2021,9.7,26,0
NEW BEDFORD MUNICIPAL AIRPORT,2/24/2021,12.6,31,0
NEW BEDFORD MUNICIPAL AIRPORT,2/25/2021,14.9,42,0
NEW BEDFORD MUNICIPAL AIRPORT,2/26/2021,6.8,23,0
NEW BEDFORD MUNICIPAL AIRPORT,2/27/2021,10.7,37,0.47
NEW BEDFORD MUNICIPAL AIRPORT,2/28/2021,5.2,20,0.03
NEW BEDFORD MUNICIPAL AIRPORT,3/1/2021,12.8,44,0.37
NEW BEDFORD MUNICIPAL AIRPORT,3/2/2021,19.2,50,0
NEW BEDFORD MUNICIPAL AIRPORT,3/3/2021,9.4,23,0
NEW BEDFORD MUNICIPAL AIRPORT,3/4/2021,9.8,34,0
NEW BEDFORD MUNICIPAL AIRPORT,3/5/2021,12.4,31,0
NEW BEDFORD MUNICIPAL AIRPORT,3/6/2021,8.7,22,0
NEW BEDFORD MUNICIPAL AIRPORT,3/7/2021,4.6,19,0
NEW BEDFORD MUNICIPAL AIRPORT,3/8/2021,4.5,16,0
NEW BEDFORD MUNICIPAL AIRPORT,3/9/2021,9.3,32,0
NEW BEDFORD MUNICIPAL AIRPORT,3/10/2021,4.9,20,0
NEW BEDFORD MUNICIPAL AIRPORT,3/11/2021,11.4,34,0
NEW BEDFORD MUNICIPAL AIRPORT,3/12/2021,11.4,36,0
NEW BEDFORD MUNICIPAL AIRPORT,3/13/2021,11.9,47,0
NEW BEDFORD MUNICIPAL AIRPORT,3/14/2021,12.1,35,0
NEW BEDFORD MUNICIPAL AIRPORT,3/15/2021,10,34,0
NEW BEDFORD MUNICIPAL AIRPORT,3/16/2021,5.1,21,0
NEW BEDFORD MUNICIPAL AIRPORT,3/17/2021,4.3,20,0
NEW BEDFORD MUNICIPAL AIRPORT,3/18/2021,6.1,32,1.1
NEW BEDFORD MUNICIPAL AIRPORT,3/19/2021,10.7,37,0.08
NEW BEDFORD MUNICIPAL AIRPORT,3/20/2021,3.9,22,0
NEW BEDFORD MUNICIPAL AIRPORT,3/21/2021,3.4,18,0
NEW BEDFORD MUNICIPAL AIRPORT,3/22/2021,3.5,17,0
NEW BEDFORD MUNICIPAL AIRPORT,3/23/2021,4.3,18,0
NEW BEDFORD MUNICIPAL AIRPORT,3/24/2021,4.5,17,0
NEW BEDFORD MUNICIPAL AIRPORT,3/25/2021,5.1,16,0.01
NEW BEDFORD MUNICIPAL AIRPORT,3/26/2021,15.4,45,0
NEW BEDFORD MUNICIPAL AIRPORT,3/27/2021,10.6,39,0
NEW BEDFORD MUNICIPAL AIRPORT,3/28/2021,13.8,38,0.73
NEW BEDFORD MUNICIPAL AIRPORT,3/29/2021,15.8,45,0.08
NEW BEDFORD MUNICIPAL AIRPORT,3/30/2021,7.2,24,0
NEW BEDFORD MUNICIPAL AIRPORT,3/31/2021,14,38,0.18
NEW BEDFORD MUNICIPAL AIRPORT,4/1/2021,11.5,33,0.43
NEW BEDFORD MUNICIPAL AIRPORT,4/2/2021,7.1,22,0
NEW BEDFORD MUNICIPAL AIRPORT,4/3/2021,3.9,21,0
NEW BEDFORD MUNICIPAL AIRPORT,4/4/2021,5.5,24,0
NEW BEDFORD MUNICIPAL AIRPORT,4/5/2021,9.7,29,0
NEW BEDFORD MUNICIPAL AIRPORT,4/6/2021,5.3,22,0
NEW BEDFORD MUNICIPAL AIRPORT,4/7/2021,4.7,25,0
NEW BEDFORD MUNICIPAL AIRPORT,4/8/2021,6.7,27,0
NEW BEDFORD MUNICIPAL AIRPORT,4/9/2021,5.2,19,0
NEW BEDFORD MUNICIPAL AIRPORT,4/10/2021,8.4,26,0
NEW BEDFORD MUNICIPAL AIRPORT,4/11/2021,10,27,0
NEW BEDFORD MUNICIPAL AIRPORT,4/12/2021,10.8,33,0
NEW BEDFORD MUNICIPAL AIRPORT,4/13/2021,7.8,30,0
NEW BEDFORD MUNICIPAL AIRPORT,4/14/2021,5.5,18,0
NEW BEDFORD MUNICIPAL AIRPORT,4/15/2021,9.8,24,0.35
NEW BEDFORD MUNICIPAL AIRPORT,4/16/2021,13.6,36,1.54
NEW BEDFORD MUNICIPAL AIRPORT,4/17/2021,5.1,23,0.06
NEW BEDFORD MUNICIPAL AIRPORT,4/18/2021,5,24,0
NEW BEDFORD MUNICIPAL AIRPORT,4/19/2021,5.5,23,0
NEW BEDFORD MUNICIPAL AIRPORT,4/20/2021,8.9,32,0
NEW BEDFORD MUNICIPAL AIRPORT,4/21/2021,12.7,38,0.01
NEW BEDFORD MUNICIPAL AIRPORT,4/22/2021,17.4,41,0
NEW BEDFORD MUNICIPAL AIRPORT,4/23/2021,14.4,37,0
NEW BEDFORD MUNICIPAL AIRPORT,4/24/2021,11,36,0
NEW BEDFORD MUNICIPAL AIRPORT,4/25/2021,4.8,21,0.54
NEW BEDFORD MUNICIPAL AIRPORT,4/26/2021,11,34,0
NEW BEDFORD MUNICIPAL AIRPORT,4/27/2021,9,26,0
NEW BEDFORD MUNICIPAL AIRPORT,4/28/2021,5.4,17,0.01
NEW BEDFORD MUNICIPAL AIRPORT,4/29/2021,4.5,21,0.1
NEW BEDFORD MUNICIPAL AIRPORT,4/30/2021,17.3,51,0.05
NEW BEDFORD MUNICIPAL AIRPORT,5/1/2021,10,31,0.08
NEW BEDFORD MUNICIPAL AIRPORT,5/2/2021,10,31,0.02
NEW BEDFORD MUNICIPAL AIRPORT,5/3/2021,5.9,20,0.11
NEW BEDFORD MUNICIPAL AIRPORT,5/4/2021,7.5,28,0.62
NEW BEDFORD MUNICIPAL AIRPORT,5/5/2021,3.8,14,0.14
NEW BEDFORD MUNICIPAL AIRPORT,5/6/2021,6.9,27,0
NEW BEDFORD MUNICIPAL AIRPORT,5/7/2021,8.3,23,0
NEW BEDFORD MUNICIPAL AIRPORT,5/8/2021,6.5,16,0
NEW BEDFORD MUNICIPAL AIRPORT,5/9/2021,9.6,30,0.05
NEW BEDFORD MUNICIPAL AIRPORT,5/10/2021,4.4,19,0.99
NEW BEDFORD MUNICIPAL AIRPORT,5/11/2021,9.5,35,0
NEW BEDFORD MUNICIPAL AIRPORT,5/12/2021,8.2,24,0
NEW BEDFORD MUNICIPAL AIRPORT,5/13/2021,4.3,22,0
NEW BEDFORD MUNICIPAL AIRPORT,5/14/2021,6.2,23,0
NEW BEDFORD MUNICIPAL AIRPORT,5/15/2021,4.4,17,0
NEW BEDFORD MUNICIPAL AIRPORT,5/16/2021,4.9,28,0
NEW BEDFORD MUNICIPAL AIRPORT,5/17/2021,3.6,21,0.15
NEW BEDFORD MUNICIPAL AIRPORT,5/18/2021,7.2,24,0.01
NEW BEDFORD MUNICIPAL AIRPORT,5/19/2021,5.5,25,0
NEW BEDFORD MUNICIPAL AIRPORT,5/20/2021,5.6,19,0
NEW BEDFORD MUNICIPAL AIRPORT,5/21/2021,7.4,20,0
NEW BEDFORD MUNICIPAL AIRPORT,5/22/2021,6.6,16,0
NEW BEDFORD MUNICIPAL AIRPORT,5/23/2021,8.2,31,0.09
NEW BEDFORD MUNICIPAL AIRPORT,5/24/2021,7.2,22,0
NEW BEDFORD MUNICIPAL AIRPORT,5/25/2021,10.6,28,0
NEW BEDFORD MUNICIPAL AIRPORT,5/26/2021,12.4,30,0
NEW BEDFORD MUNICIPAL AIRPORT,5/27/2021,8,23,0.01
NEW BEDFORD MUNICIPAL AIRPORT,5/28/2021,9,26,0
NEW BEDFORD MUNICIPAL AIRPORT,5/29/2021,14.4,37,0
NEW BEDFORD MUNICIPAL AIRPORT,5/30/2021,11.4,28,0.1
NEW BEDFORD MUNICIPAL AIRPORT,5/31/2021,5.8,14,0.02
NEW BEDFORD MUNICIPAL AIRPORT,6/1/2021,6.9,20,0
NEW BEDFORD MUNICIPAL AIRPORT,6/2/2021,7,22,0
NEW BEDFORD MUNICIPAL AIRPORT,6/3/2021,6.6,22,0
NEW BEDFORD MUNICIPAL AIRPORT,6/4/2021,7.6,19,0
NEW BEDFORD MUNICIPAL AIRPORT,6/5/2021,8.2,31,0
NEW BEDFORD MUNICIPAL AIRPORT,6/6/2021,7.5,26,0
NEW BEDFORD MUNICIPAL AIRPORT,6/7/2021,9.3,27,0
NEW BEDFORD MUNICIPAL AIRPORT,6/8/2021,7.3,24,0.28
NEW BEDFORD MUNICIPAL AIRPORT,6/9/2021,4.2,16,0
NEW BEDFORD MUNICIPAL AIRPORT,6/10/2021,8.3,25,0.33
NEW BEDFORD MUNICIPAL AIRPORT,6/11/2021,6.9,18,0
NEW BEDFORD MUNICIPAL AIRPORT,6/12/2021,4,15,0
NEW BEDFORD MUNICIPAL AIRPORT,6/13/2021,7.1,21,0
NEW BEDFORD MUNICIPAL AIRPORT,6/14/2021,5.4,19,0
NEW BEDFORD MUNICIPAL AIRPORT,6/15/2021,4.6,17,0.2
NEW BEDFORD MUNICIPAL AIRPORT,6/16/2021,5.1,20,0
NEW BEDFORD MUNICIPAL AIRPORT,6/17/2021,5.2,29,0
NEW BEDFORD MUNICIPAL AIRPORT,6/18/2021,8.7,27,0.25
NEW BEDFORD MUNICIPAL AIRPORT,6/19/2021,10.4,26,0.02
NEW BEDFORD MUNICIPAL AIRPORT,6/20/2021,6.9,21,0.03
NEW BEDFORD MUNICIPAL AIRPORT,6/21/2021,9.4,24,0.21
NEW BEDFORD MUNICIPAL AIRPORT,6/22/2021,7,19,0
NEW BEDFORD MUNICIPAL AIRPORT,6/23/2021,5.8,19,0
NEW BEDFORD MUNICIPAL AIRPORT,6/24/2021,6.9,26,0
NEW BEDFORD MUNICIPAL AIRPORT,6/25/2021,7.3,17,0
NEW BEDFORD MUNICIPAL AIRPORT,6/26/2021,10.8,28,0
NEW BEDFORD MUNICIPAL AIRPORT,6/27/2021,13.5,34,0.84
NEW BEDFORD MUNICIPAL AIRPORT,6/28/2021,10.4,26,0.27
NEW BEDFORD MUNICIPAL AIRPORT,6/29/2021,7.9,22,1.23
NEW BEDFORD MUNICIPAL AIRPORT,6/30/2021,8.1,29,0.01
NEW BEDFORD MUNICIPAL AIRPORT,7/1/2021,4.8,31,0
NEW BEDFORD MUNICIPAL AIRPORT,7/2/2021,8.1,23,0.16
NEW BEDFORD MUNICIPAL AIRPORT,7/3/2021,9.4,23,0
NEW BEDFORD MUNICIPAL AIRPORT,7/4/2021,4.1,15,0
NEW BEDFORD MUNICIPAL AIRPORT,7/5/2021,5.7,19,1.09
NEW BEDFORD MUNICIPAL AIRPORT,7/6/2021,11.8,26,0
NEW BEDFORD MUNICIPAL AIRPORT,7/7/2021,7.4,20,0
NEW BEDFORD MUNICIPAL AIRPORT,7/8/2021,5.1,23,0.05
NEW BEDFORD MUNICIPAL AIRPORT,7/9/2021,11.9,41,0
NEW BEDFORD MUNICIPAL AIRPORT,7/10/2021,3.9,19,0
NEW BEDFORD MUNICIPAL AIRPORT,7/11/2021,4.1,17,0
NEW BEDFORD MUNICIPAL AIRPORT,7/12/2021,6.6,19,0
NEW BEDFORD MUNICIPAL AIRPORT,7/13/2021,5.9,14,0.03
NEW BEDFORD MUNICIPAL AIRPORT,7/14/2021,4.6,13,0
NEW BEDFORD MUNICIPAL AIRPORT,7/15/2021,5.3,17,0.26
NEW BEDFORD MUNICIPAL AIRPORT,7/16/2021,8.8,28,0
NEW BEDFORD MUNICIPAL AIRPORT,7/17/2021,3.9,15,0
NEW BEDFORD MUNICIPAL AIRPORT,7/18/2021,8.7,24,0
NEW BEDFORD MUNICIPAL AIRPORT,7/19/2021,4.7,20,0
NEW BEDFORD MUNICIPAL AIRPORT,7/20/2021,3.4,16,0
NEW BEDFORD MUNICIPAL AIRPORT,7/21/2021,3.7,18,0.06
NEW BEDFORD MUNICIPAL AIRPORT,7/22/2021,4.5,18,0
NEW BEDFORD MUNICIPAL AIRPORT,7/23/2021,3.1,15,0
NEW BEDFORD MUNICIPAL AIRPORT,7/24/2021,3,14,0.02
NEW BEDFORD MUNICIPAL AIRPORT,7/25/2021,8.3,26,0.61
NEW BEDFORD MUNICIPAL AIRPORT,7/26/2021,4.5,20,0
NEW BEDFORD MUNICIPAL AIRPORT,7/27/2021,4.7,22,0
NEW BEDFORD MUNICIPAL AIRPORT,7/28/2021,3.8,17,0.01
NEW BEDFORD MUNICIPAL AIRPORT,7/29/2021,8.9,29,0.02
NEW BEDFORD MUNICIPAL AIRPORT,7/30/2021,6.4,24,0
NEW BEDFORD MUNICIPAL AIRPORT,7/31/2021,5.9,20,1.09
NEW BEDFORD MUNICIPAL AIRPORT,8/1/2021,3.1,17,2.45
NEW BEDFORD MUNICIPAL AIRPORT,8/2/2021,3.9,21,0
NEW BEDFORD MUNICIPAL AIRPORT,8/3/2021,2.3,10,0
NEW BEDFORD MUNICIPAL AIRPORT,8/4/2021,3.8,17,0
NEW BEDFORD MUNICIPAL AIRPORT,8/5/2021,5.1,23,0.26
NEW BEDFORD MUNICIPAL AIRPORT,8/6/2021,5.5,18,0
NEW BEDFORD MUNICIPAL AIRPORT,8/7/2021,5.8,17,0
NEW BEDFORD MUNICIPAL AIRPORT,8/8/2021,3.3,13,0
NEW BEDFORD MUNICIPAL AIRPORT,8/9/2021,5.5,15,0
NEW BEDFORD MUNICIPAL AIRPORT,8/10/2021,5.9,20,0.01
NEW BEDFORD MUNICIPAL AIRPORT,8/11/2021,11.1,25,0
NEW BEDFORD MUNICIPAL AIRPORT,8/12/2021,7.8,22,0
NEW BEDFORD MUNICIPAL AIRPORT,8/13/2021,4.4,17,0
NEW BEDFORD MUNICIPAL AIRPORT,8/14/2021,4,22,0
NEW BEDFORD MUNICIPAL AIRPORT,8/15/2021,3.8,17,0.05
NEW BEDFORD MUNICIPAL AIRPORT,8/16/2021,2.7,14,0
NEW BEDFORD MUNICIPAL AIRPORT,8/17/2021,4.7,19,0
NEW BEDFORD MUNICIPAL AIRPORT,8/18/2021,4.6,17,0.31
NEW BEDFORD MUNICIPAL AIRPORT,8/19/2021,11.6,30,0.02
NEW BEDFORD MUNICIPAL AIRPORT,8/20/2021,5.4,16,0.01
NEW BEDFORD MUNICIPAL AIRPORT,8/21/2021,5.2,17,0
NEW BEDFORD MUNICIPAL AIRPORT,8/22/2021,15.4,43,0
NEW BEDFORD MUNICIPAL AIRPORT,8/23/2021,9,28,0
NEW BEDFORD MUNICIPAL AIRPORT,8/24/2021,5.8,17,0
NEW BEDFORD MUNICIPAL AIRPORT,8/25/2021,2.1,14,0
NEW BEDFORD MUNICIPAL AIRPORT,8/26/2021,4.6,16,0
NEW BEDFORD MUNICIPAL AIRPORT,8/27/2021,3.4,13,2.19
NEW BEDFORD MUNICIPAL AIRPORT,8/28/2021,9.2,25,2.7
NEW BEDFORD MUNICIPAL AIRPORT,8/29/2021,1.9,11,0
NEW BEDFORD MUNICIPAL AIRPORT,8/30/2021,8.3,24,0
NEW BEDFORD MUNICIPAL AIRPORT,8/31/2021,4,17,0.04
NEW BEDFORD MUNICIPAL AIRPORT,9/1/2021,4.9,34,0.01
NEW BEDFORD MUNICIPAL AIRPORT,9/2/2021,7.5,34,0
NEW BEDFORD MUNICIPAL AIRPORT,9/3/2021,3.8,19,0
NEW BEDFORD MUNICIPAL AIRPORT,9/4/2021,3.9,17,1.29
NEW BEDFORD MUNICIPAL AIRPORT,9/5/2021,7.2,24,0.04
NEW BEDFORD MUNICIPAL AIRPORT,9/6/2021,7.7,21,0
NEW BEDFORD MUNICIPAL AIRPORT,9/7/2021,6.9,20,0
NEW BEDFORD MUNICIPAL AIRPORT,9/8/2021,10.1,30,0
NEW BEDFORD MUNICIPAL AIRPORT,9/9/2021,5.2,29,0
NEW BEDFORD MUNICIPAL AIRPORT,9/10/2021,5.8,24,0
NEW BEDFORD MUNICIPAL AIRPORT,9/11/2021,5.6,24,0.92
NEW BEDFORD MUNICIPAL AIRPORT,9/12/2021,11.9,34,0.12
NEW BEDFORD MUNICIPAL AIRPORT,9/13/2021,5.5,21,0.01
NEW BEDFORD MUNICIPAL AIRPORT,9/14/2021,5.8,16,0
NEW BEDFORD MUNICIPAL AIRPORT,9/15/2021,11.3,28,0
NEW BEDFORD MUNICIPAL AIRPORT,9/16/2021,6.6,23,0.02
NEW BEDFORD MUNICIPAL AIRPORT,9/17/2021,6.7,15,0
NEW BEDFORD MUNICIPAL AIRPORT,9/18/2021,4.4,16,0
NEW BEDFORD MUNICIPAL AIRPORT,9/19/2021,5.3,24,0
NEW BEDFORD MUNICIPAL AIRPORT,9/20/2021,3.1,17,0.74
NEW BEDFORD MUNICIPAL AIRPORT,9/21/2021,5.1,16,1.96
NEW BEDFORD MUNICIPAL AIRPORT,9/22/2021,10.4,26,0
NEW BEDFORD MUNICIPAL AIRPORT,9/23/2021,12.7,29,0.49
NEW BEDFORD MUNICIPAL AIRPORT,9/24/2021,9.6,28,0
NEW BEDFORD MUNICIPAL AIRPORT,9/25/2021,2.2,11,0.01
NEW BEDFORD MUNICIPAL AIRPORT,9/26/2021,6.9,23,0
NEW BEDFORD MUNICIPAL AIRPORT,9/27/2021,8.7,28,0
NEW BEDFORD MUNICIPAL AIRPORT,9/28/2021,5.1,21,0.03
NEW BEDFORD MUNICIPAL AIRPORT,9/29/2021,4.2,17,1.44
NEW BEDFORD MUNICIPAL AIRPORT,9/30/2021,4.1,20,0.09
NEW BEDFORD MUNICIPAL AIRPORT,10/1/2021,2.9,17,0
NEW BEDFORD MUNICIPAL AIRPORT,10/2/2021,6.2,20,0
NEW BEDFORD MUNICIPAL AIRPORT,10/3/2021,3.6,13,0
NEW BEDFORD MUNICIPAL AIRPORT,10/4/2021,9.4,20,0
NEW BEDFORD MUNICIPAL AIRPORT,10/5/2021,5.7,20,0.06
NEW BEDFORD MUNICIPAL AIRPORT,10/6/2021,2.2,15,0
NEW BEDFORD MUNICIPAL AIRPORT,10/7/2021,2,14,0
NEW BEDFORD MUNICIPAL AIRPORT,10/8/2021,5.7,20,0
NEW BEDFORD MUNICIPAL AIRPORT,10/9/2021,7.8,21,0
NEW BEDFORD MUNICIPAL AIRPORT,10/10/2021,6.2,18,0
NEW BEDFORD MUNICIPAL AIRPORT,10/11/2021,7.4,20,0.03
NEW BEDFORD MUNICIPAL AIRPORT,10/12/2021,1.6,11,0.14
NEW BEDFORD MUNICIPAL AIRPORT,10/13/2021,4.1,17,0
NEW BEDFORD MUNICIPAL AIRPORT,10/14/2021,3.7,21,0
NEW BEDFORD MUNICIPAL AIRPORT,10/15/2021,4.6,14,0
NEW BEDFORD MUNICIPAL AIRPORT,10/16/2021,13.6,33,0
NEW BEDFORD MUNICIPAL AIRPORT,10/17/2021,9.1,23,0
NEW BEDFORD MUNICIPAL AIRPORT,10/18/2021,9,23,0
NEW BEDFORD MUNICIPAL AIRPORT,10/19/2021,9.3,28,0.24
NEW BEDFORD MUNICIPAL AIRPORT,10/20/2021,7.2,22,0.88
NEW BEDFORD MUNICIPAL AIRPORT,10/21/2021,6.3,26,0.28
NEW BEDFORD MUNICIPAL AIRPORT,10/22/2021,9,24,0
NEW BEDFORD MUNICIPAL AIRPORT,10/23/2021,4.6,17,0
NEW BEDFORD MUNICIPAL AIRPORT,10/24/2021,4.4,18,0.34
NEW BEDFORD MUNICIPAL AIRPORT,10/25/2021,5.4,22,0.84
NEW BEDFORD MUNICIPAL AIRPORT,10/26/2021,12.8,40,0
NEW BEDFORD MUNICIPAL AIRPORT,10/27/2021,8.4,52,0.02
NEW BEDFORD MUNICIPAL AIRPORT,10/28/2021,10.2,17,0
NEW BEDFORD MUNICIPAL AIRPORT,10/29/2021,9.6,22,0
NEW BEDFORD MUNICIPAL AIRPORT,10/30/2021,7.1,27,0
NEW BEDFORD MUNICIPAL AIRPORT,10/31/2021,3.3,25,0
NEW BEDFORD MUNICIPAL AIRPORT,11/1/2021,4.6,28,0
NEW BEDFORD MUNICIPAL AIRPORT,11/2/2021,2.8,19,0
NEW BEDFORD MUNICIPAL AIRPORT,11/3/2021,4.3,23,0
NEW BEDFORD MUNICIPAL AIRPORT,11/4/2021,1.2,12,0
NEW BEDFORD MUNICIPAL AIRPORT,11/5/2021,1.4,20,0
NEW BEDFORD MUNICIPAL AIRPORT,11/6/2021,4.9,12,0.71
NEW BEDFORD MUNICIPAL AIRPORT,11/7/2021,2.3,10,0.11
NEW BEDFORD MUNICIPAL AIRPORT,11/8/2021,3.5,23,0
NEW BEDFORD MUNICIPAL AIRPORT,11/9/2021,5.5,14,0.12
NEW BEDFORD MUNICIPAL AIRPORT,11/10/2021,13.9,24,0
